,address1,city,cnty_cd,cooperator_address1,cooperator_address2,cooperator_city,cooperator_name,cooperator_state,cooperator_zip,county,description,fac_desc_short,fac_fax,fac_id,fac_opn_dat,fac_phone,fac_zip,facility_location,facility_name,latitude,longitude,main_site_facid,main_site_name,opcert_num,operator_address1,operator_address2,operator_city,operator_name,operator_state,operator_zip,ownership_type,region_office,ro_id,state
116,111 Clara Barton Street,Dansville,25,,,,,New York,,Livingston,Hospital,HOSP,,393,1901-01-01T00:00:00.000,5853356001.0,14437,"{'type': 'Point', 'coordinates': [-77.700195, 42.551964]}",Nicholas H Noyes Memorial Hospital,42.551964,-77.700195,,,2527000H,111 Clara Barton Street,,Dansville,Nicholas H Noyes Memorial Hospital,New York,11437,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
117,82-68 164th Street,Jamaica,7096,,,,,New York,,Queens,Hospital,HOSP,,1633,1901-01-01T00:00:00.000,7188832350.0,11432,"{'type': 'Point', 'coordinates': [-73.803581, 40.71722]}",Queens Hospital Center,40.71722,-73.803581,,,7003007H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
118,75 Vanderbilt Avenue,Staten Island,7097,355 Bard Avenue,,Staten Island,Bridge Regional Health System,New York,10310.0,Richmond,Hospital,HOSP,,1473,1981-11-20T00:00:00.000,7183906000.0,10304,"{'type': 'Point', 'coordinates': [-74.07476, 40.621376]}",RUMC-Bayley Seton,40.621376,-74.07476,1738.0,Richmond University Medical Center,7004010H,355 Bard Avenue,,Staten Island,Richmond University Medical Center,New York,10310,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
119,375 Seguine Avenue,Staten Island,7097,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Richmond,Hospital,HOSP,,1737,1979-08-01T00:00:00.000,7182269515.0,10309,"{'type': 'Point', 'coordinates': [-74.196808, 40.516773]}",Staten Island University Hosp-South,40.516773,-74.196808,1740.0,Staten Island University Hosp-North,7004003H,256 Mason Avenue,,Staten Island,Staten Island University Hospital,New York,10305,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
120,128 Ashford Avenue,Dobbs Ferry,59,967 North Broadway,,Yonkers,"Riverside Health Care System, Inc.",New York,10701.0,Westchester,Hospital,HOSP,,1124,1901-01-01T00:00:00.000,9146930700.0,10522,"{'type': 'Point', 'coordinates': [-73.862259, 41.014721]}",SJRH - Dobbs Ferry Pavillion,41.014721,-73.862259,1097.0,SJRH - St Johns Division,5907001H,967 North Broadway,,Yonkers,St Johns Riverside Hospital Inc,New York,10701,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
121,445 Lenox Road,Brooklyn,7095,,,,,New York,,Kings,Hospital,HOSP,,1320,1901-01-01T00:00:00.000,7182702401.0,11203,"{'type': 'Point', 'coordinates': [-73.945045, 40.654518]}",University Hospital of Brooklyn,40.654518,-73.945045,,,7001037H,178-50 Linden Blvd,,Jamaica,State of New York,New York,11434,State,Metropolitan Area Regional Office - New York City,5,New York
122,17 Lansing Street,Auburn,5,,,,,New York,,Cayuga,Hospital,HOSP,,85,1901-01-01T00:00:00.000,3152557209.0,13021,"{'type': 'Point', 'coordinates': [-76.564758, 42.940811]}",Auburn Community Hospital,42.940811,-76.564758,,,0501000H,Lansing Street,,Auburn,Auburn Community Hospital,New York,13021,Not for Profit Corporation,Central New York Regional Office,3,New York
123,105 Marys Avenue,Kingston,55,741 Grant Street,,Lake Katrine,"Health Alliance, Inc",New York,12449.0,Ulster,Hospital,HOSP,,989,1901-01-01T00:00:00.000,8453382500.0,12401,"{'type': 'Point', 'coordinates': [-73.999237, 41.922276]}",HealthAlliance Hospital Mary's Avenue Campus,41.922276,-73.999237,,,5501000H,105 Mary's Avenue,,Kingston,HealthAlliance Hospital Mary's Avenue Campus,New York,12401,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
124,214 King Street,Ogdensburg,44,,,,,New York,,Saint Lawrence,Hospital,HOSP,,798,1901-01-01T00:00:00.000,3153933600.0,13669,"{'type': 'Point', 'coordinates': [-75.499908, 44.692039]}",Claxton-Hepburn Medical Center,44.692039,-75.499908,,,4401000H,214 King Street,,Ogdensburg,Claxton-Hepburn Medical Center,New York,13669,Not for Profit Corporation,Central New York Regional Office,3,New York
125,4422 Third Avenue,Bronx,7094,,,,,New York,,Bronx,Hospital,HOSP,,1176,1901-01-01T00:00:00.000,7189606100.0,10457,"{'type': 'Point', 'coordinates': [-73.891014, 40.853909]}",SBH Health System,40.853909,-73.891014,,,7000014H,4422 Third Avenue,,Bronx,St Barnabas Hospital Inc,New York,10457,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
126,818 Ellicott Street,Buffalo,14,,,,,New York,,Erie,Hospital,HOSP,,208,1978-02-01T00:00:00.000,7168787000.0,14203,"{'type': 'Point', 'coordinates': [-78.867203, 42.900716]}",John R. Oishei Children's Hospital,42.900716,-78.867203,207.0,Buffalo General Medical Center,1401014H,100 High Street,,Buffalo,Kaleida Health,New York,14203,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
127,100 High Street,Buffalo,14,,,,,New York,,Erie,Hospital,HOSP,,207,1980-02-01T00:00:00.000,7168595600.0,14203,"{'type': 'Point', 'coordinates': [-78.865707, 42.900394]}",Buffalo General Medical Center,42.900394,-78.865707,,,1401014H,100 High Street,,Buffalo,Kaleida Health,New York,14203,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
128,506 Sixth Street,Brooklyn,7095,525 East 68th Street Box 88,,New York,"NYP Community Programs, Inc.",New York,10065.0,Kings,Hospital,HOSP,,1306,1901-01-01T00:00:00.000,7187803101.0,11215,"{'type': 'Point', 'coordinates': [-73.978905, 40.668087]}",NewYork-Presbyterian Brooklyn Methodist Hospital,40.668087,-73.978905,,,7001021H,506 Sixth St.,,Brooklyn,NewYork-Presbyterian/Brooklyn Methodist,New York,11215,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
129,95 Bradhurst Avenue,Valhalla,59,,,,,New York,,Westchester,Hospital,HOSP,,1138,1901-01-01T00:00:00.000,9145927555.0,10595,"{'type': 'Point', 'coordinates': [-73.798767, 41.076408]}",Blythedale Childrens Hospital,41.076408,-73.798767,,,5957000H,Bradhurst Avenue,,Valhalla,Blythedale Childrens Hospital Inc,New York,10595,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
130,1901 First Avenue,New York,7093,,,,,New York,,New York,Hospital,HOSP,2124238535.0,1454,1901-01-01T00:00:00.000,2124238993.0,10029,"{'type': 'Point', 'coordinates': [-73.94368, 40.784775]}",Metropolitan Hospital Center,40.784775,-73.94368,,,7002021H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
131,475 Seaview Avenue,Staten Island,7097,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Richmond,Hospital,HOSP,,1740,1901-01-01T00:00:00.000,7182269515.0,10305,"{'type': 'Point', 'coordinates': [-74.086998, 40.584141]}",Staten Island University Hosp-North,40.584141,-74.086998,,,7004003H,256 Mason Avenue,,Staten Island,Staten Island University Hospital,New York,10305,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
132,P.O. Box 800 68 Harris-Bushville Rd,Harris,52,4 Harriman Drive,,Goshen,"Greater Hudson Valley Health System, Inc.",New York,10924.0,Sullivan,Hospital,HOSP,8457943240.0,971,1901-01-01T00:00:00.000,8457943300.0,12742,"{'type': 'Point', 'coordinates': [-74.727798, 41.717999]}",Catskill Regional Medical Center,41.717999,-74.727798,,,5263000H,Route 97,,Callicoon,Catskill Regional Medical Center Inc,New York,12723,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
133,4900 Broad Road,Syracuse,33,,,,,New York,,Onondaga,Hospital,HOSP,3154915414.0,628,1901-01-01T00:00:00.000,3154925953.0,13215,"{'type': 'Point', 'coordinates': [-76.17025, 43.007816]}",UPSTATE University Hospital at Community General,43.007816,-76.17025,635.0,University Hospital SUNY Health Science Center,3301007H,178-50 Linden Blvd,,Jamaica,State University of New York,New York,11434,State,Central New York Regional Office,3,New York
134,179 North Broad St,Norwich,8,,,,,New York,,Chenango,Hospital,HOSP,,128,1901-01-01T00:00:00.000,6073374111.0,13815,"{'type': 'Point', 'coordinates': [-75.524773, 42.541813]}",Chenango Memorial Hospital Inc,42.541813,-75.524773,,,0824000H,179 North Broad Street,,Norwich,Chenango Memorial Hospital Inc,New York,13815,Not for Profit Corporation,Central New York Regional Office,3,New York
135,100 East 77th Street,New York,7093,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,New York,Hospital,HOSP,,1450,1901-01-01T00:00:00.000,2124342060.0,10021,"{'type': 'Point', 'coordinates': [-73.960632, 40.773907]}",Lenox Hill Hospital,40.773907,-73.960632,,,7002017H,100 East 77 Street,,New York,Lenox Hill Hospital,New York,10021,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
136,6511 Springbrook Avenue,Rhinebeck,13,Stoneleigh Avenue,,Carmel,"Health Quest Systems, Inc.",New York,10512.0,Dutchess,Hospital,HOSP,,192,1901-01-01T00:00:00.000,8458713001.0,12572,"{'type': 'Point', 'coordinates': [-73.912331, 41.934223]}",Northern Dutchess Hospital,41.934223,-73.912331,,,1327000H,Springbrook Avenue,,Rhinebeck,Northern Dutchess Hospital Inc,New York,12572,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
137,200 Belle Terre Road,Port Jefferson,51,200 Bell Terre Road,,Port Jefferson,St Charles Hosp and Rehab Ctr Inc,New York,11777.0,Suffolk,Hospital,HOSP,,896,1901-01-01T00:00:00.000,6314746600.0,11777,"{'type': 'Point', 'coordinates': [-73.060081, 40.947533]}",St Charles Hospital,40.947533,-73.060081,,,5149001H,1 Huntington Quadrangle,,Melville,"Catholic Health System of Long Island, Inc.",New York,11747,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
138,30 Seventh Avenue,New York,7093,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,New York,Hospital,HOSP,,9700,2014-07-17T00:00:00.000,5164658018.0,10011,"{'type': 'Point', 'coordinates': [-74.000488, 40.737576]}",Lenox Health Greenwich Village,40.737576,-74.000488,1450.0,Lenox Hill Hospital,7002017H,100 East 77 Street,,New York,Lenox Hill Hospital,New York,10021,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
139,427 Guy Park Avenue,Amsterdam,28,,,,,New York,,Montgomery,Hospital,HOSP,,484,1901-01-01T00:00:00.000,5188421900.0,12010,"{'type': 'Point', 'coordinates': [-74.216194, 42.953758]}",St. Mary's Healthcare,42.953758,-74.216194,,,2801001H,427 Guy Park Ave,,Amsterdam,St. Mary's Healthcare,New York,12010,Not for Profit Corporation,Capital District Regional Office,4,New York
140,736 Irving Avenue,Syracuse,33,736 Irving Avenue,,Syracuse,"Crouse Health System, Inc.",New York,13210.0,Onondaga,Hospital,HOSP,,636,1901-01-01T00:00:00.000,3154707111.0,13210,"{'type': 'Point', 'coordinates': [-76.137932, 43.041107]}",Crouse Hospital,43.041107,-76.137932,,,3301008H,736 Irving Avenue,,Syracuse,Crouse Health Hospital Inc,New York,13210,Not for Profit Corporation,Central New York Regional Office,3,New York
141,585 Schenectady Avenue,Brooklyn,7095,1 Brookdale Plaza,Care of Alex Rovt Chairman of the Board,Brooklyn,"One Brooklyn Health System, Inc.",New York,11212.0,Kings,Hospital,HOSP,,1315,1901-01-01T00:00:00.000,7186045000.0,11203,"{'type': 'Point', 'coordinates': [-73.934036, 40.659435]}",Kingsbrook Jewish Medical Center,40.659435,-73.934036,,,7001033H,585 Schenectady Avenue,,Brooklyn,Kingsbrook Jewish Medical Center,New York,11203,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
142,506 Lenox Avenue,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1445,1901-01-01T00:00:00.000,2129391000.0,10037,"{'type': 'Point', 'coordinates': [-73.940506, 40.81435]}",Harlem Hospital Center,40.81435,-73.940506,,,7002009H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
143,300 Community Drive,Manhasset,29,2000 Marcus Ave.,,New Hyde Park,"Northwell Healthcare, Inc.",New York,11042.0,Nassau,Hospital,HOSP,,541,1901-01-01T00:00:00.000,5165620100.0,11030,"{'type': 'Point', 'coordinates': [-73.702888, 40.77924]}",North Shore University Hospital,40.77924,-73.702888,,,2951001H,300 Community Drive,,Manhasset,North Shore University Hospital Inc,New York,11030,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
144,462 Grider Street,Buffalo,14,,,,,New York,,Erie,Hospital,HOSP,,210,1901-01-01T00:00:00.000,7168983000.0,14215,"{'type': 'Point', 'coordinates': [-78.829224, 42.92717]}",Erie County Medical Center,42.92717,-78.829224,,,1401005H,462 Grider Street,,Buffalo,Erie County Medical Center Corporation,New York,14215,Public Benefit Corporation,Western Regional Office - Buffalo,1,New York
145,785 Mamaroneck Avenue,White Plains,59,111 East 210th Street,,Bronx,"Montefiore Health System, Inc",New York,10467.0,Westchester,Hospital,HOSP,,1046,1901-01-01T00:00:00.000,9149480050.0,10605,"{'type': 'Point', 'coordinates': [-73.75573, 41.015186]}",Winifred Masterson Burke Rehabilitation Hospital,41.015186,-73.75573,,,5902002H,785 Mamaroneck Avenue,,White Plans,The Winifred Masterson Burke Rehabilitation Foundation Inc,New York,10605,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
146,101 Hospital Road,Patchogue,51,,,,,New York,,Suffolk,Hospital,HOSP,,885,1901-01-01T00:00:00.000,6316547100.0,11772,"{'type': 'Point', 'coordinates': [-72.978035, 40.778915]}",Long Island Community Hospital,40.778915,-72.978035,,,5123000H,101 Hospital Road,,Patchogue,Brookhaven Memorial Hospital Medical Center Inc,New York,11772,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
147,600 East 233rd Street,Bronx,7094,111 East 210th Street,,Bronx,"Montefiore Health System, Inc",New York,10467.0,Bronx,Hospital,HOSP,,1168,1980-04-28T00:00:00.000,7189209000.0,10466,"{'type': 'Point', 'coordinates': [-73.86142, 40.894569]}",Montefiore Medical Center-Wakefield Hospital,40.894569,-73.86142,1169.0,Montefiore Medical Center - Henry & Lucy Moses Div,7000006H,111 East 210th Street,,Bronx,Montefiore Medical Center,New York,10467,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
148,121 Dekalb Avenue,Brooklyn,7095,,,,,New York,,Kings,Hospital,HOSP,,1288,1901-01-01T00:00:00.000,7182508000.0,11201,"{'type': 'Point', 'coordinates': [-73.977455, 40.689842]}",Brooklyn Hospital Center - Downtown Campus,40.689842,-73.977455,,,7001003H,121 Dekalb Ave,,Brooklyn,The Brooklyn Hospital Center,New York,11201,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
149,3424 Kossuth Avenue & 210th Street,Bronx,7094,,,,,New York,,Bronx,Hospital,HOSP,,1186,1901-01-01T00:00:00.000,7185193500.0,10467,"{'type': 'Point', 'coordinates': [-73.881538, 40.880512]}",North Central Bronx Hospital,40.880512,-73.881538,,,7000024H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
150,1111 Amsterdam Avenue,New York,7093,One Gustave L. Levy Place,,New York,"Mount Sinai Hospitals Group, Inc.",New York,10029.0,New York,Hospital,HOSP,,1469,1901-01-01T00:00:00.000,2125234295.0,10025,"{'type': 'Point', 'coordinates': [-73.961639, 40.805912]}",Mount Sinai St. Luke's,40.805912,-73.961639,1466.0,Mount Sinai West,7002032H,Amsterdam Avenue At 114th Street,,New York,St Lukes Roosevelt Hospital Center Inc,New York,10025,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
151,170 William Street,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1437,1901-01-01T00:00:00.000,2123125175.0,10038,"{'type': 'Point', 'coordinates': [-74.005486, 40.710426]}",New York-Presbyterian/Lower Manhattan Hospital,40.710426,-74.005486,1458.0,New York Presbyterian Hospital - New York Weill Cornell Center,7002054H,622 West 168th Street,,New York,The New York and Presbyterian Hospital,New York,10032,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
152,2209 Genesee St,Utica,32,1656 Champlin Ave,,Utica,Mohawk Valley Health System,New York,13502.0,Oneida,Hospital,HOSP,,598,1901-01-01T00:00:00.000,3157988100.0,13501,"{'type': 'Point', 'coordinates': [-75.267189, 43.083561]}",St Elizabeth Medical Center,43.083561,-75.267189,,,3202002H,2209 Genesee St,,Utica,St Elizabeth Medical Center,New York,13501,Not for Profit Corporation,Central New York Regional Office,3,New York
153,89th Avenue & Van Wyck Expressway,Jamaica,7096,,,,,New York,,Queens,Hospital,HOSP,,1629,1901-01-01T00:00:00.000,7182066000.0,11418,"{'type': 'Point', 'coordinates': [-73.816299, 40.701412]}",Jamaica Hospital Medical Center,40.701412,-73.816299,,,7003003H,89th Ave & Van Wyck Expressway,,Jamaica,Jamaica Hospital Inc,New York,11418,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
154,535 E 70th Street,New York,7093,,,,,New York,,New York,Hospital,HOSP,,1447,1901-01-01T00:00:00.000,2126061236.0,10021,"{'type': 'Point', 'coordinates': [-73.954185, 40.765381]}",Hospital for Special Surgery,40.765381,-73.954185,,,7002012H,535 East 70th St,,New York,NY Society for the Relief of The Ruptured & Crippled,New York,10021,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
155,967 North Broadway,Yonkers,59,967 North Broadway,,Yonkers,"Riverside Health Care System, Inc.",New York,10701.0,Westchester,Hospital,HOSP,,1097,1901-01-01T00:00:00.000,9149644200.0,10701,"{'type': 'Point', 'coordinates': [-73.88503299999999, 40.968262]}",SJRH - St Johns Division,40.968262,-73.885033,,,5907001H,967 North Broadway,,Yonkers,St Johns Riverside Hospital Inc,New York,10701,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
156,350 Parrish Street,Canandaigua,34,,,,,New York,,Ontario,Hospital,HOSP,,678,1901-01-01T00:00:00.000,7163966527.0,14424,"{'type': 'Point', 'coordinates': [-77.289818, 42.875027]}",F F Thompson Hospital,42.875027,-77.289818,,,3429000H,350 Parrish St,,Canan Daigua,FF Thompson Hospital Inc,New York,14424,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
157,110 W Sixth Street,Oswego,37,,,,,New York,,Oswego,Hospital,HOSP,,727,1901-01-01T00:00:00.000,3153495511.0,13126,"{'type': 'Point', 'coordinates': [-76.516434, 43.454781]}",Oswego Hospital,43.454781,-76.516434,,,3702000H,110 West Sixth Street,,Oswego,Oswego Hospital Inc,New York,13126,Not for Profit Corporation,Central New York Regional Office,3,New York
158,2 Coulter Road,Clifton Springs,34,89 Genesee Street,,Rochester,Rochester Regional Health,New York,14611.0,Ontario,Hospital,HOSP,,676,1901-01-01T00:00:00.000,3154621311.0,14432,"{'type': 'Point', 'coordinates': [-77.138863, 42.960537]}",Clifton Springs Hospital and Clinic,42.960537,-77.138863,,,3421000H,2 Coulter Road,,Clifton Springs,Clifton Springs Sanitarium Co,New York,14432,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
159,2215 Burdett Avenue,Troy,41,315 South Manning Boulevard,,Albany,St. Peter's Health Partners,New York,12208.0,Rensselaer,Hospital,HOSP,,756,1901-01-01T00:00:00.000,5182713300.0,12180,"{'type': 'Point', 'coordinates': [-73.671455, 42.733574]}",Samaritan Hospital,42.733574,-73.671455,,,4102002H,2215 Burdett Avenue,,Troy,Samaritan Hospital of Troy NY Inc,New York,12180,Not for Profit Corporation,Capital District Regional Office,4,New York
160,3 Mercycare Lane,Guilderland,1,315 South Manning Boulevard,,Albany,St. Peter's Health Partners,New York,12208.0,Albany,Hospital,HOSP,,9431,2012-12-28T00:00:00.000,5184526701.0,12084,"{'type': 'Point', 'coordinates': [-73.904968, 42.701252]}",St. Peter's Addiction Recovery Center,42.701252,-73.904968,5.0,St Peters Hospital,0101004H,315 South Manning Blvd,,Albany,St Peters Hospital Inc,New York,12208,Not for Profit Corporation,Capital District Regional Office,4,New York
161,515 Main Street,Olean,4,515 Main Street,,Olean,Upper Allegheny Health System,New York,14760.0,Cattaraugus,Hospital,HOSP,7163756394.0,66,1901-01-01T00:00:00.000,7163756171.0,14760,"{'type': 'Point', 'coordinates': [-78.42688, 42.089844]}",Olean General Hospital,42.089844,-78.42688,,,0401001H,515 Main Street,,Olean,Olean General Hospital Inc,New York,14760,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
162,One Gustave L Levy Place,New York,7093,One Gustave L. Levy Place,,New York,"Mount Sinai Hospitals Group, Inc.",New York,10029.0,New York,Hospital,HOSP,,1456,1901-01-01T00:00:00.000,2122417005.0,10029,"{'type': 'Point', 'coordinates': [-73.953766, 40.790482]}",Mount Sinai Hospital,40.790482,-73.953766,,,7002024H,One Gustave L Levy Place,,New York,The Mount Sinai Hospital,New York,10029,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
163,224 East Main St,Springville,14,,,,,New York,,Erie,Hospital,HOSP,,280,1901-01-01T00:00:00.000,7165922871.0,14141,"{'type': 'Point', 'coordinates': [-78.659103, 42.508575]}",Bertrand Chaffee Hospital,42.508575,-78.659103,,,1427000H,224 East Main Street,,Springville,Bertrand Chaffee Hospital,New York,14141,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
164,2475 St Raymond Avenue,Bronx,7094,111 East 210th Street,,Bronx,"Montefiore Health System, Inc",New York,10467.0,Bronx,Hospital,HOSP,,1185,1979-08-01T00:00:00.000,7184307359.0,10461,"{'type': 'Point', 'coordinates': [-73.848244, 40.840431]}",Montefiore Medical Center - Montefiore Westchester Square,40.840431,-73.848244,1169.0,Montefiore Medical Center - Henry & Lucy Moses Div,7000006H,111 East 210th Street,,Bronx,Montefiore Medical Center,New York,10467,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
165,33-57 Harrison Street,Johnson City,3,,,,,New York,,Broome,Hospital,HOSP,,58,1979-02-01T00:00:00.000,6077636000.0,13790,"{'type': 'Point', 'coordinates': [-75.959122, 42.115063]}",United Health Services Hospitals Inc. - Wilson Medical Center,42.115063,-75.959122,42.0,United Health Services Hospitals Inc. - Binghamton General Hospital,0303001H,Po Box 54o,,Johnson City,United Health Services Hospitals Inc,New York,13790,Not for Profit Corporation,Central New York Regional Office,3,New York
166,4295 Hempstead Turnpike,Bethpage,29,1 Huntington Quadrangle,,Melville,"Catholic Health System of Long Island, Inc.",New York,11747.0,Nassau,Hospital,HOSP,,551,1980-08-01T00:00:00.000,5165796000.0,11714,"{'type': 'Point', 'coordinates': [-73.478714, 40.725853]}",St. Joseph Hospital,40.725853,-73.478714,,,2952006H,4295 Hempstead Turnpike,,Bethage,WSNCHS North Inc,New York,11714,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
167,2210 Troy Road,Niskayuna,46,,,,,New York,,Schenectady,Hospital,HOSP,,848,1979-08-01T00:00:00.000,5183469400.0,12309,"{'type': 'Point', 'coordinates': [-73.879089, 42.793575]}",Ellis Hospital - Bellevue Woman's Care Center Division,42.793575,-73.879089,829.0,Ellis Hospital,4601001H,Route 146,,Schenectady,Ellis Hospital Inc,New York,12308,Not for Profit Corporation,Capital District Regional Office,4,New York
168,201 Manor Place,Greenport,51,,,,,New York,,Suffolk,Hospital,HOSP,,891,1901-01-01T00:00:00.000,6314771000.0,11944,"{'type': 'Point', 'coordinates': [-72.361282, 41.110958]}",Eastern Long Island Hospital,41.110958,-72.361282,,,5127000H,201 Manor Place,,Greenport,Eastern Long Island Hospital Assoc Inc,New York,11944,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,7,New York
169,First Ave at 16th Street,New York,7093,One Gustave L. Levy Place,,New York,"Mount Sinai Hospitals Group, Inc.",New York,10029.0,New York,Hospital,HOSP,,1439,1901-01-01T00:00:00.000,2124202873.0,10003,"{'type': 'Point', 'coordinates': [-73.981598, 40.732666]}",Mount Sinai Beth Israel,40.732666,-73.981598,,,7002002H,10 Nathan Perlman Place,,New York,Beth Israel Medical Center Inc,New York,10003,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
170,21 Bloomingdale Road,White Plains,59,,,,,New York,,Westchester,Hospital,HOSP,,1047,1979-08-01T00:00:00.000,9146829100.0,10605,"{'type': 'Point', 'coordinates': [-73.758293, 41.029835]}",New York Presbyterian Hospital - Westchester Division,41.029835,-73.758293,1458.0,New York Presbyterian Hospital - New York Weill Cornell Center,7002054H,622 West 168th Street,,New York,The New York and Presbyterian Hospital,New York,10032,Not for Profit Corporation,Metropolitan Area Regional Office - New Rochelle,6,New York
171,156 West Avenue,Brockport,27,,,,,New York,,Monroe,Hospital,HOSP,5853956036.0,9531,2013-07-15T00:00:00.000,5857851000.0,14420,"{'type': 'Point', 'coordinates': [-77.944695, 43.220116]}",URMC Strong West,43.220116,-77.944695,413.0,Strong Memorial Hospital,2701005H,601 Elmwood Avenue,,Rochester,University of Rochester Inc,New York,14620,Not for Profit Corporation,Western Regional Office - Rochester,2,New York
172,150 55th Street,Brooklyn,7095,,,,,New York,,Kings,Hospital,HOSP,,1304,1901-01-01T00:00:00.000,7186307300.0,11220,"{'type': 'Point', 'coordinates': [-74.020439, 40.646591]}",NYU Langone Hospital-Brooklyn,40.646591,-74.020439,1463.0,NYU Langone Hospitals,7002053H,550 First Avenue,,New York,NYU Langone Hospitals,New York,10016,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,5,New York
173,2215 Burdett Avenue,Troy,41,,,,,New York,,Rensselaer,Hospital,HOSP,,9250,2011-10-01T00:00:00.000,5182713655.0,12180,"{'type': 'Point', 'coordinates': [-73.671455, 42.733574]}",The Burdett Care Center,42.733574,-73.671455,,,4102004H,2215 Burdett Avenue,Suite 200,Troy,"The Burdett Care Center, Inc",New York,12180,Not for Profit Corporation,Capital District Regional Office,4,New York
174,79-01 Broadway,Elmhurst,7096,,,,,New York,,Queens,Hospital,HOSP,,1626,1901-01-01T00:00:00.000,7183344000.0,11373,"{'type': 'Point', 'coordinates': [-73.885719, 40.74432]}",Elmhurst Hospital Center,40.74432,-73.885719,,,7003000H,125 Worth Street,,New York,New York City Health and Hospital Corporation,New York,10013,Municipality,Metropolitan Area Regional Office - New York City,5,New York
175,127 North St,Batavia,18,89 Genesee Street,,Rochester,Rochester Regional Health,New York,14611.0,Genesee,Hospital,HOSP,,339,1901-01-01T00:00:00.000,5853436030.0,14020,"{'type': 'Point', 'coordinates': [-78.177475, 43.00404]}",United Memorial Medical Center North Street Campus,43.00404,-78.177475,,,1801000H,127 North St,,Batavia,United Memorial Medical Center,New York,14020,Not for Profit Corporation,Western Regional Office - Buffalo,1,New York
176,1656 Champlin  Avenue,Utica,32,1656 Champlin Ave,,Utica,Mohawk Valley Health System,New York,13502.0,Oneida,Hospital,HOSP,,599,1901-01-01T00:00:00.000,3156246001.0,13502,"{'type': 'Point', 'coordinates': [-75.275383, 43.098179]}",Faxton-St Lukes Healthcare St Lukes Division,43.098179,-75.275383,,,3202003H,1656 Champlin Avenue,,New Hartford,Faxton-St Lukes Healthcare,New York,13503,Not for Profit Corporation,Central New York Regional Office,3,New York
