,accounts_payable,accounts_receivable,allowable_dsh_percentage,buildings,cash_on_hand_and_in_banks,ccn_facility_type,city,combined_outpatient_inpatient,contract_labor,cost_of_charity_care,cost_of_uncompensated_care,cost_to_charge_ratio,county,deferred_income,depreciation_cost,disproporationate_share,drg_amounts_after_october,drg_amounts_before_october,fiscal_year_begin_date,fiscal_year_end_date,fixed_equipment,fte_employees_on_payroll,general_fund_balance,gross_revenue,health_information_technology,hospital_name,hospital_number_of_beds_for,hospital_total_bed_days,hospital_total_days_title_1,hospital_total_days_title_2,hospital_total_days_v_xviii,hospital_total_discharges_1,hospital_total_discharges_2,hospital_total_discharges_3,inpatient_revenue,inpatient_total_charges,inventory,investments,land,land_improvements,leasehold_improvements,less_allowances_for,less_contractual_allowance,less_total_operating_expense,major_movable_equipment,managed_care_simulated,medicaid_charges,medicare_cbsa_number,minor_equipment_depreciable,mortgage_payable,net_income,net_income_from_service_to,net_patient_revenue,net_revenue_from_medicaid,net_revenue_from_stand_alone,notes_and_loans_payable_short,notes_payable,notes_receivable,number_of_beds,number_of_beds_total_for,number_of_interns_and,other_assets,other_current_assets,other_current_liabilities,other_long_term_liabilities,outlier_payments_for,outpatient_revenue,outpatient_total_charges,overhead_non_salary_costs,payroll_taxes_payable,prepaid_expenses,provider_ccn,provider_type,rural_versus_urban,salaries_wages_and_fees,stand_alone_schip_charges,state_code,street_address,temporary_investments,total_assets,total_bad_debt_expense,total_bed_days_available,total_bed_days_available_1,total_costs,total_current_assets,total_current_liabilities,total_days_title_xix,total_days_title_xix_total,total_days_title_xviii,total_days_title_xviii_total,total_days_v_xviii_xix_unknown,total_days_v_xviii_xix_unknown_1,total_discharges_title_xix,total_discharges_title_xix_1,total_discharges_title_xviii,total_discharges_title_xviii_1,total_discharges_v_xviii,total_discharges_v_xviii_1,total_fixed_assets,total_fund_balances,total_ime_payment,total_income,total_liabilities,total_liabilities_and_fund,total_long_term_liabilities,total_other_assets,total_other_expenses,total_other_income,total_salaries_adjusted,total_salaries_from_worksheet,total_unreimbursed_and,type_of_control,unsecured_loans,wage_related_costs_core,wage_related_costs_for_interns,wage_related_costs_for_part,wage_related_costs_rhc_fqhc,zip_code
102,3042776.0,25555236.0,,17728165.0,715.0,STH,WARWICK,283677617.0,1042877.0,317970.0,1312138.0,0.18,YYORANGE,,3566642.0,,2082604.0,7117344.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,1271452.0,285.0,14296489.0,275339941.0,,ST. ANTHONY COMMUNITY HSPITAL,56.0,20440.0,4704.0,287.0,8419.0,956.0,37.0,2139.0,88997279.0,88909853.0,1067685.0,4576743.0,306114.0,980566.0,,-17376043.0,220618500.0,54320186.0,22892582.0,,39545816.0,35644.0,,,1294833.0,401255.0,54721441.0,6102970.0,,,,769372.0,64.0,64.0,,5413191.0,819322.0,2393521.0,,189764.0,186342662.0,194767764.0,34293686.0,,282878.0,330205,2,U,1385813.0,,NY,15 MAPLE AVENUE,,40328555.0,3384741.0,23360.0,23360.0,52219055.0,11128665.0,6822110.0,357.0,357.0,5229.0,5229.0,10177.0,10238.0,37.0,37.0,956.0,956.0,2139.0,2139.0,19209956.0,33506445.0,,1643176.0,6822110.0,40328555.0,,9989934.0,348343.0,1241921.0,20026500.0,20026500.0,2346666.0,2,,5436873.0,,8608.0,,10990
103,21563855.0,22164111.0,0.402,114925049.0,6865278.0,STH,YONKERS,651199901.0,76833.0,1291967.0,8308374.0,0.33,WESTCHESTER,,10110495.0,3828145.0,9448853.0,28680081.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,23366925.0,1626.0,-31781677.0,651199901.0,6297815.0,ST. JOHNS RIVERSIDE HOSPITAL,360.0,131400.0,24936.0,19355.0,88905.0,4458.0,2521.0,17333.0,403273091.0,403273091.0,,,1185005.0,7236307.0,,,427120766.0,243352805.0,101049166.0,,203510792.0,35644.0,402132.0,,-2111703.0,-19273670.0,224079135.0,53630869.0,,,,,378.0,378.0,,17856951.0,18614121.0,12378786.0,129883899.0,469196.0,247926810.0,247926810.0,131683526.0,,,330208,4,U,11372445.0,,NY,967 NORTH BROADWAY,18843206.0,148123230.0,20964694.0,137970.0,137970.0,217869486.0,75774547.0,45315086.0,20115.0,20115.0,27023.0,27023.0,98027.0,98027.0,2521.0,2521.0,4458.0,4458.0,17333.0,17333.0,54491732.0,-27075755.0,,-2111703.0,175198985.0,148123230.0,129883899.0,17856951.0,,17161967.0,111669279.0,111669279.0,17094068.0,2,,40471472.0,,43135.0,,10701
104,8907472.0,13807336.0,0.078,60681108.0,6268355.0,STH,OGDENSBURG,198324080.0,555942.0,201461.0,2038277.0,0.4,ST. LAWRENCE,,5090051.0,106247.0,1301964.0,4153551.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,11320948.0,593.0,22377170.0,208520639.0,,CLAXTON HEPBURN MEDICAL CENTER,77.0,28105.0,3721.0,334.0,7508.0,891.0,104.0,1915.0,52311266.0,46943887.0,1289816.0,,432509.0,2109638.0,167319.0,-1644510.0,128619500.0,88639390.0,41181441.0,,40747432.0,99933.0,,,-6687053.0,-8738251.0,79901139.0,12063745.0,4642000.0,2645942.0,21454198.0,,87.0,130.0,,15674726.0,3551901.0,7517884.0,27701358.0,104481.0,156209373.0,151380193.0,49493203.0,,1015600.0,330211,2,R,,19279021.0,NY,214 KING STREET,4971302.0,92789161.0,3125959.0,31755.0,47450.0,78512526.0,30743322.0,19071298.0,436.0,3406.0,5082.0,8619.0,10449.0,20625.0,104.0,357.0,891.0,1161.0,1915.0,2900.0,46371113.0,24562307.0,,-5132745.0,68226854.0,92789161.0,49155556.0,15674726.0,1554308.0,3605506.0,39146187.0,39146187.0,8780927.0,2,,9081058.0,,52364.0,,13669
105,,,0.12,,,STH,LOWVILLE,16604873.0,25546.0,10736.0,128155.0,0.55,LEWIS,,697936.0,17526.0,,584209.0,2014-01-01T00:00:00.000,2014-03-04T00:00:00.000,,145.0,,19042241.0,,LEWIS COUNTY GENERAL HOSPITAL,48.0,3024.0,368.0,90.0,808.0,93.0,45.0,247.0,7099147.0,6509008.0,,,,,,,8728435.0,11577820.0,,,755585.0,99933.0,,,-1264014.0,-1264014.0,10313806.0,286910.0,,,,,54.0,214.0,,,,,,11911.0,11943094.0,10095865.0,6514684.0,,,330213,2,R,,,NY,7785 N. STATE STREET,,,210074.0,3402.0,13482.0,9068865.0,,,106.0,7916.0,491.0,756.0,1354.0,10609.0,45.0,45.0,93.0,93.0,247.0,247.0,,,,-1264014.0,,,,,,,5063136.0,5063136.0,253913.0,9,,1447315.0,,,,13367
106,180295000.0,297182000.0,0.102,745867100.0,257673000.0,STH,NEW YORK,7290339943.0,,2805401.0,15205919.0,0.25,NEW YORKY,46931000.0,103629706.0,3110857.0,33915748.0,88078605.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,102226484.0,8587.0,1030804000.0,7290339943.0,,NYU HOSPITALS CENTER,496.0,180979.0,39738.0,2820.0,118759.0,8798.0,713.0,31124.0,3318968541.0,3318968541.0,32106000.0,23493000.0,27333720.0,12383684.0,826499531.0,,5111010793.0,2256283901.0,401030122.0,31301299.0,939781126.0,35644.0,,1528010000.0,208074000.0,-76954751.0,2179329150.0,183011348.0,,38995000.0,,,566.0,668.0,448.0,984295000.0,240835000.0,110958000.0,412386000.0,24250198.0,3971371402.0,3971371402.0,1501651047.0,,,330214,1,U,66104000.0,,NY,550 FIRST AVENUE,3675000.0,3916009000.0,12133778.0,206529.0,242968.0,1796970179.0,831471000.0,443283000.0,3824.0,5399.0,44265.0,55458.0,150301.0,181921.0,713.0,807.0,8798.0,9616.0,31124.0,33262.0,2076750000.0,1532330000.0,45998354.0,155036288.0,2383679000.0,3916009000.0,1940396000.0,1007788000.0,-53037712.0,231991039.0,754632854.0,754632854.0,64894038.0,2,,184919609.0,13868196.0,3056267.0,,10016
107,5649784.0,13807512.0,0.12,45821536.0,3603844.0,STH,ROME,268354258.0,61179.0,242867.0,2509723.0,0.27,ONEIDA,,42447.0,243138.0,1866738.0,6237859.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,3124114.0,650.0,12852939.0,268259617.0,,ROME MEMORIAL HOSPITAL  INC.,81.0,29815.0,5791.0,401.0,12386.0,1252.0,113.0,3304.0,91389970.0,92224294.0,1780511.0,759122.0,233814.0,914615.0,2813718.0,-5203802.0,195845013.0,78027700.0,33321282.0,,60995448.0,46540.0,,,-3384261.0,-5613096.0,72414604.0,9870411.0,204534.0,3846512.0,1356250.0,,92.0,184.0,,4740273.0,2812029.0,6590410.0,22674249.0,238133.0,176869647.0,176129964.0,41275723.0,,2798365.0,330215,2,R,5258078.0,1124168.0,NY,1500 NORTH JAMES STREET,,59290032.0,7471939.0,33830.0,67160.0,72474569.0,19598459.0,21728473.0,615.0,18170.0,6537.0,11885.0,14971.0,45372.0,113.0,122.0,1252.0,1410.0,3304.0,3563.0,34192178.0,13531060.0,,-3384261.0,45758972.0,59290032.0,24030499.0,5499395.0,,2228835.0,36751977.0,36751977.0,9346045.0,2,,11005201.0,,,,13440
108,4544560.0,17890567.0,0.12,71720710.0,18718293.0,STH,OSWEGO,225753705.0,1457221.0,352223.0,4772600.0,0.39,OSWEGO,,8414785.0,316539.0,2538166.0,8013140.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,6801261.0,848.0,57660811.0,233470226.0,,OSWEGO HOSPITAL,124.0,45260.0,7404.0,483.0,14425.0,1523.0,126.0,3662.0,87623840.0,74871457.0,1623529.0,8373320.0,505045.0,1105967.0,,-3880000.0,135643462.0,105241383.0,52463821.0,,58894240.0,45060.0,,21736902.0,1372105.0,-7414619.0,97826764.0,20843253.0,1197621.0,1789970.0,,,132.0,164.0,,8342279.0,78341.0,6938930.0,14327174.0,355749.0,145846386.0,150882248.0,53600987.0,,1684145.0,330218,2,U,7009557.0,3566005.0,NY,110 WEST SIXTH ST,6999416.0,122381224.0,4839788.0,48180.0,59860.0,89081348.0,43290997.0,20283017.0,702.0,2363.0,8601.0,10594.0,18177.0,24852.0,126.0,345.0,1523.0,1704.0,3662.0,4523.0,62374628.0,66034131.0,,1107810.0,56347093.0,122381224.0,36064076.0,16715599.0,-264295.0,8522429.0,51640396.0,51640396.0,5006811.0,2,,10475862.0,,70067.0,,13126
109,,,,,,PH,WEST BRENTWOOD,14866795.0,,,-3215608.0,9.88,SUFFOLK,,18720772.0,,,,2014-04-01T00:00:00.000,2015-03-31T00:00:00.000,,1459.0,,,,PILGRIM P.C.,336.0,112381.0,2179.0,17218.0,112381.0,38.0,65.0,366.0,,1004613.0,,,,,,,,93894473.0,,,,35004.0,,,-93894473.0,-93894473.0,,,,,,,336.0,336.0,1.0,,,,,,,13862182.0,15148020.0,,,334013,2,U,,,NY,998 CROOKED HILL ROAD,,,,112381.0,112381.0,146862024.0,,,17218.0,17218.0,2179.0,2179.0,112381.0,112381.0,65.0,65.0,38.0,38.0,366.0,366.0,,,,-93894473.0,,,,,,,78746453.0,78746453.0,-3215608.0,10,,41679937.0,,,,11717-1087
110,34075802.0,51490957.0,0.316,413515811.0,6251403.0,STH,BUFFALO,903231218.0,13492851.0,9882265.0,24187588.0,0.47,ERIE,6322986.0,18545549.0,2008758.0,6259885.0,19175470.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,4148024.0,2181.0,119030959.0,905882964.0,,ERIE COUNTY MEDICAL CENTER,259.0,93635.0,16677.0,7518.0,73491.0,2759.0,1161.0,13346.0,540657051.0,541157705.0,3520248.0,,,16827053.0,,,428300813.0,511867673.0,131548111.0,18641010.0,267971469.0,15380.0,,,4125758.0,-34285522.0,477582151.0,94780919.0,287359.0,9056537.0,166578945.0,,297.0,882.0,171.0,140810312.0,13427335.0,54199430.0,165384023.0,1044234.0,365225913.0,362073513.0,332118754.0,,6226438.0,330219,4,U,22273796.0,961169.0,NY,462 GRIDER ST.,3270390.0,576922478.0,25397182.0,107505.0,321268.0,424669491.0,150470750.0,125928551.0,8457.0,128630.0,18585.0,38528.0,83739.0,280741.0,1161.0,2527.0,2759.0,3485.0,13346.0,17009.0,285641416.0,119030959.0,11105789.0,941427.0,457891519.0,576922478.0,331962968.0,140810312.0,-3184331.0,35226949.0,179748919.0,179748919.0,46887342.0,9,,68085823.0,,713138.0,,14215
111,46397000.0,25197000.0,0.521,105476000.0,7370000.0,STH,BROOKLYN,654501244.0,790958.0,1793626.0,6750391.0,0.34,KINGS,891000.0,11490623.0,3058586.0,5348403.0,18116009.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,66861000.0,1772.0,-93060000.0,654501243.0,,WYCKOFF HEIGHTS MEDICAL CENTER,250.0,91250.0,13497.0,6251.0,57325.0,2464.0,1518.0,13706.0,396965582.0,397239384.0,5877000.0,,6075000.0,1423000.0,,,404752243.0,291320168.0,106264000.0,21789072.0,272373752.0,35644.0,2686000.0,,2127154.0,-41571168.0,249749000.0,84243138.0,,8156000.0,76226000.0,,276.0,276.0,153.0,47761000.0,16108000.0,4346000.0,101318000.0,578748.0,257535661.0,257261860.0,168361475.0,,,330221,4,U,15104000.0,,NY,374 STOCKHOLM STREET,,167770000.0,14618261.0,100740.0,100740.0,221589952.0,65943000.0,83286000.0,8524.0,8524.0,15013.0,15013.0,67858.0,67858.0,1518.0,1518.0,2464.0,2464.0,13706.0,13706.0,54066000.0,-93060000.0,12093451.0,2127154.0,260830000.0,167770000.0,177544000.0,47761000.0,,43698322.0,122958693.0,122958693.0,6750391.0,2,,35820102.0,3877367.0,272562.0,,11237
112,11455481.0,38413719.0,0.049,90875007.0,49884303.0,STH,SARATOGA SPRINGS,803328790.0,99308.0,3049309.0,6400012.0,0.26,SARATOGA,,12077493.0,231292.0,4968163.0,13912837.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,41695051.0,1607.0,181176337.0,803539328.0,,SARATOGA HOSPITAL,157.0,57305.0,15600.0,1506.0,41861.0,2719.0,333.0,8599.0,281501888.0,281537886.0,6045861.0,22366233.0,15108598.0,11107626.0,3528003.0,-10439000.0,562877468.0,240989182.0,113483307.0,,92674924.0,10580.0,,74777376.0,16377079.0,-327322.0,240661860.0,11952660.0,,140055.0,3250000.0,,171.0,207.0,,28454613.0,57873.0,2797037.0,7001160.0,2287436.0,522037440.0,521790904.0,130155472.0,,4649412.0,330222,2,U,12733200.0,,NY,211 CHURCH STREET,46266428.0,303087901.0,7612000.0,62415.0,75555.0,206733732.0,137234355.0,31089773.0,1754.0,10237.0,17366.0,18517.0,47374.0,59626.0,333.0,333.0,2719.0,2719.0,8599.0,8599.0,115032700.0,186969592.0,,16377079.0,116118309.0,303087901.0,85028536.0,50820846.0,,16704401.0,110833710.0,110833710.0,16065043.0,2,,24288680.0,,21812.0,,12866
113,2033092.0,9309265.0,0.106,32301694.0,3426479.0,STH,MASSENA,92151386.0,1080467.0,310604.0,355479.0,0.51,ST. LAWRENCE,,2648280.0,113002.0,1017390.0,3250828.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,9430199.0,388.0,28678472.0,100838403.0,,MASSENA MEMORIAL HOSPITAL,46.0,16790.0,3696.0,497.0,7682.0,880.0,174.0,2080.0,23773671.0,23571834.0,701535.0,,,747170.0,,-1188122.0,55267507.0,53672143.0,18420551.0,,20743571.0,36300.0,,,-206142.0,-8101247.0,45570896.0,8270028.0,70010.0,564252.0,6556693.0,,50.0,50.0,,2.0,1318956.0,913813.0,211950.0,167406.0,77064732.0,68579552.0,29066579.0,,1601429.0,330223,2,R,2535365.0,219046.0,NY,1 HOSPITAL DRIVE,,41493637.0,96773.0,18250.0,18250.0,46598648.0,16343154.0,6046522.0,621.0,621.0,4034.0,4034.0,8699.0,8699.0,174.0,174.0,880.0,880.0,2080.0,2080.0,25150481.0,28678472.0,,-206142.0,12815165.0,41493637.0,6768643.0,2.0,,7895105.0,24605564.0,24605564.0,1386777.0,4,,8499667.0,,132044.0,,13662
114,9341106.0,5658817.0,0.291,58861884.0,,STH,KINGSTON,153175832.0,4284516.0,623884.0,1254539.0,0.4,ULSTER,,5059564.0,428462.0,1191213.0,4706404.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,346.0,12023701.0,153175833.0,,BENEDICTINE HOSPITAL,60.0,21900.0,3571.0,2224.0,11788.0,602.0,273.0,2286.0,99549742.0,99550323.0,,4076502.0,209532.0,2138841.0,,-1262459.0,102472701.0,68113987.0,53421556.0,1605537.0,37860167.0,28740.0,,6142176.0,-6904271.0,-17410855.0,50703132.0,7554442.0,,4094223.0,,,65.0,125.0,3.0,10974263.0,265804.0,2438162.0,8752236.0,395299.0,53626091.0,53625509.0,45891772.0,,1771119.0,330224,4,U,2422282.0,,NY,105 MARYS AVENUE,,46211957.0,1226338.0,23725.0,45625.0,61481894.0,6741389.0,18295773.0,2224.0,4338.0,3618.0,8844.0,11884.0,24675.0,273.0,450.0,602.0,974.0,2286.0,3404.0,24419803.0,13021772.0,107010.0,-6881287.0,33190185.0,46211957.0,14894412.0,15050765.0,22984.0,10529568.0,22222215.0,22222215.0,6243068.0,2,,6234939.0,,,,12401
115,14142339.0,55113964.0,0.12,292207284.0,35306000.0,STH,ROCHESTER,725613274.0,294784.0,2745755.0,12698062.0,0.49,MONROE,,19639920.0,617546.0,5198172.0,15386704.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,14427592.0,3144.0,28446124.0,821103771.0,,UNITY HOSPITAL OF ROCHESTER,256.0,93440.0,14053.0,8177.0,78000.0,2528.0,846.0,14728.0,358690358.0,305778213.0,7817652.0,,630456.0,3101195.0,5036644.0,-11262197.0,389088229.0,446026497.0,149724994.0,42234171.0,184609045.0,40380.0,,241749000.0,494558.0,-14010955.0,432015542.0,96555401.0,,,,,280.0,468.0,42.0,53762000.0,21961968.0,44216051.0,104690000.0,527820.0,462413413.0,419835061.0,220192878.0,,2618968.0,330226,2,U,16057610.0,,NY,1555 LONG POND ROAD,,449301124.0,12053003.0,102084.0,170669.0,353916169.0,114471471.0,74416000.0,8445.0,54698.0,15305.0,31424.0,84157.0,201702.0,846.0,1069.0,2528.0,2791.0,14728.0,15792.0,281067653.0,28446124.0,5273722.0,488703.0,420855000.0,449301124.0,346439000.0,53762000.0,-5855.0,14499658.0,216749728.0,216535107.0,12698062.0,2,,36197131.0,582516.0,1476855.0,,14626
116,4407503.0,4776883.0,0.12,10476843.0,1398902.0,STH,DUNKIRK,96480116.0,822425.0,662602.0,2711853.0,0.44,CHAUTAUQUA,,552411.0,117223.0,914603.0,2992844.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,13672538.0,361.0,13324231.0,96480116.0,,BROOKS MEMORIAL HOSPITAL,56.0,20440.0,2551.0,176.0,7932.0,657.0,67.0,2410.0,34062222.0,34062222.0,1266201.0,,401331.0,1128665.0,52920.0,,57287816.0,44323431.0,24946128.0,,19332317.0,99933.0,,8266.0,-3541482.0,-5131131.0,39192300.0,6929242.0,,11106.0,,,65.0,65.0,,6518105.0,,1144236.0,2789730.0,77892.0,62417894.0,62417894.0,26100639.0,,368495.0,330229,2,R,1724013.0,,NY,529 CENTRAL AVE.,,23409085.0,1538866.0,23725.0,23725.0,42334613.0,8088787.0,7286858.0,387.0,387.0,2996.0,2996.0,10229.0,10229.0,67.0,67.0,657.0,657.0,2410.0,2410.0,8802193.0,13324231.0,,-3666748.0,10084854.0,23409085.0,2797996.0,6518105.0,-125266.0,1464383.0,18222792.0,18222792.0,3611392.0,2,,4904093.0,,,,14063
117,30004114.0,37952858.0,0.595,307029630.0,131940.0,STH,JAMAICA,354752335.0,16311012.0,81082991.0,137468600.0,0.99,U.S.A.,,16868081.0,1609467.0,7946974.0,2876611.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,69508593.0,2089.0,-326261319.0,829171055.0,,QUEENS HOSPITAL CENTER,159.0,58035.0,7568.0,11716.0,47617.0,1163.0,2651.0,10745.0,389099487.0,180516542.0,2625027.0,,,983177.0,,,320620296.0,434976440.0,79307492.0,9530524.0,372779967.0,35644.0,,,99737694.0,73574319.0,508550759.0,144924000.0,449218.0,,,,190.0,253.0,98.0,237228.0,-5980097.0,8600000.0,,1054156.0,440071568.0,174235793.0,285422490.0,,,330231,2,U,473750446.0,3612961.0,NY,82-68 164TH STREET,,436494375.0,56611225.0,69350.0,94145.0,354229102.0,216883266.0,543144585.0,13723.0,22043.0,8744.0,11859.0,58204.0,79873.0,2651.0,3272.0,1163.0,1368.0,10745.0,12558.0,219373881.0,-106650210.0,4807579.0,99737694.0,543144585.0,436494375.0,,237228.0,,26163375.0,149553950.0,149553950.0,159681835.0,12,,72759613.0,,130559.0,,11432
118,8446345.0,19897045.0,0.267,39142019.0,1868407.0,STH,TROY,297153357.0,261714.0,155368.0,2870763.0,0.3,RENSSELAER,,5255271.0,489009.0,5608943.0,1728019.0,2014-07-01T00:00:00.000,2015-06-30T00:00:00.000,6556267.0,855.0,53485272.0,347757337.0,,SETON HEALTH,148.0,54020.0,6454.0,3423.0,19778.0,1254.0,308.0,3970.0,103410156.0,103220601.0,1730456.0,33106162.0,449956.0,1141448.0,4926208.0,-4874478.0,244506465.0,111520399.0,34707519.0,,58309677.0,10580.0,,,-4064560.0,-8269527.0,103250872.0,12500637.0,19242.0,758085.0,31209118.0,,160.0,160.0,,12398284.0,,3737098.0,3774634.0,176818.0,244347181.0,193932756.0,57285558.0,,181440.0,330232,4,U,6173146.0,584734.0,NY,1300 MASSACHUSETTS AVE,20704007.0,113332452.0,8814847.0,58400.0,58400.0,90528921.0,41088306.0,19114674.0,3755.0,3755.0,7237.0,7237.0,21698.0,22370.0,308.0,308.0,1254.0,1254.0,3970.0,3970.0,26739700.0,59234026.0,,-4795652.0,54098426.0,113332452.0,34983752.0,45504446.0,-731092.0,3473875.0,54199648.0,54234841.0,7884385.0,2,,9259581.0,,83509.0,,12180
119,70091466.0,47690459.0,0.456,121318881.0,10784010.0,STH,BROOKLYN,906689905.0,1217673.0,11618538.0,21565513.0,0.43,BROOKLYN,,22186952.0,2569291.0,5598485.0,16958937.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,118433049.0,3144.0,-410929984.0,906689852.0,,BROOKDALE HOSPITAL MEDICAL CENTER,222.0,96095.0,15334.0,7907.0,72318.0,1998.0,1860.0,13707.0,662065222.0,662065272.0,5561000.0,,1873042.0,2552755.0,,,549839828.0,542107714.0,156835942.0,22189307.0,370294171.0,35644.0,,,-40408715.0,-185257690.0,356850024.0,153039220.0,,,,,287.0,796.0,206.0,38023798.0,39562157.0,70767823.0,330966455.0,1510426.0,244624630.0,244624633.0,268518302.0,,,330233,4,U,31845570.0,,NY,ONE BROOKDALE PLAZA,,218307657.0,11291104.0,117630.0,303415.0,385823577.0,103597626.0,298271186.0,9437.0,150298.0,16392.0,26414.0,82184.0,259844.0,1860.0,2721.0,1998.0,2195.0,13707.0,15619.0,76686233.0,-410929984.0,11347770.0,-40408715.0,629237641.0,218307657.0,330966455.0,38023798.0,,144848975.0,273589412.0,273589412.0,26097572.0,2,,69478609.0,2424652.0,1031646.0,,11212
120,96379347.0,143422008.0,0.278,486795220.0,197007973.0,STH,VALHALLA,3917175105.0,48741635.0,14805072.0,42967884.0,0.22,WESTCHESTER,,50749615.0,4924436.0,20880129.0,50102733.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,173933353.0,3360.0,62810373.0,3917175106.0,4490658.0,WESTCHESTER MEDICAL CENTER,560.0,182640.0,36201.0,19460.0,129462.0,4748.0,2349.0,21220.0,3093356691.0,3093370699.0,,,1586689.0,9161517.0,,,2947507336.0,965908891.0,339359496.0,17702987.0,1257946068.0,35644.0,,474608373.0,34270688.0,3758879.0,969667770.0,207030588.0,6433376.0,37452842.0,,,718.0,895.0,334.0,,37524137.0,55830449.0,157636390.0,31704019.0,823818415.0,823804406.0,657941190.0,,149483741.0,330234,3,U,63844486.0,35724435.0,NY,WESTCHESTER MEDICAL CENTER,,934402046.0,68360083.0,238390.0,295571.0,857433198.0,527437859.0,239346910.0,26657.0,45017.0,44298.0,83733.0,176294.0,251505.0,2349.0,3421.0,4748.0,5482.0,21220.0,24584.0,406964187.0,62810373.0,17925006.0,34529362.0,871591673.0,934402046.0,632244763.0,,258674.0,30770483.0,307967701.0,307967701.0,54716925.0,10,,90427814.0,8591899.0,294641.0,3264304.0,10595
121,5931448.0,14341743.0,0.074,38715400.0,2962488.0,STH,AUBURN,213382123.0,167256.0,285222.0,4836907.0,0.41,CAYUGA,,4528385.0,217889.0,3199141.0,8626576.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,23638499.0,643.0,17207640.0,220882278.0,4851184.0,AUBURN MEMORIAL HOSPITAL,75.0,27375.0,8282.0,463.0,15287.0,1943.0,145.0,4146.0,90805321.0,90243536.0,3002764.0,3412381.0,1444814.0,1820105.0,,-3340706.0,134694233.0,92977446.0,27903519.0,,44241037.0,99933.0,1035015.0,11230256.0,-4927863.0,-6789401.0,86188045.0,11316843.0,,5099471.0,1070853.0,,85.0,179.0,,7335956.0,59777.0,1955035.0,3064714.0,287798.0,130076957.0,123138587.0,53627540.0,,1074139.0,330235,2,R,6894495.0,,NY,17 LANSING STREET,,54912544.0,6481288.0,31025.0,65335.0,87542122.0,19213965.0,19880449.0,701.0,19045.0,9619.0,13735.0,18628.0,50427.0,145.0,294.0,1943.0,2074.0,4146.0,4687.0,24950242.0,19666272.0,,12372740.0,35246272.0,54912544.0,15365823.0,10748337.0,17300603.0,19162141.0,39349906.0,39349906.0,10758545.0,2,,12660054.0,,,,13021
122,40089000.0,33426996.0,0.292,253725034.0,112108000.0,STH,BROOKLYN,1800309759.0,7541772.0,6811061.0,14992526.0,0.31,KINGS,,19105877.0,6343595.0,21729573.0,65050112.0,2014-01-01T00:00:00.000,2014-12-31T00:00:00.000,,3450.0,400687000.0,1800309759.0,,NEW YORK METHODIST HOSPITAL,454.0,165710.0,48181.0,9430.0,153363.0,8186.0,1743.0,34803.0,1299319556.0,1299319556.0,7424522.0,2232644.0,6556373.0,300774.0,2875482.0,,1112597344.0,669469530.0,54081029.0,56139270.0,477693711.0,35644.0,,33581442.0,68864000.0,18242885.0,687712415.0,112477712.0,830206.0,1658735.0,,,516.0,591.0,265.0,195816060.0,16694704.0,51716322.0,299129558.0,4298161.0,500990203.0,500990203.0,396755773.0,606842.0,2383712.0,330236,2,U,38700101.0,3319618.0,NY,506 SIXTH STREET,268432000.0,890767000.0,16968901.0,188340.0,215715.0,559445810.0,524353000.0,132771000.0,11514.0,16149.0,53710.0,64905.0,187251.0,211719.0,1743.0,1993.0,8186.0,8923.0,34803.0,36431.0,165345701.0,425285000.0,32906804.0,115817000.0,465482000.0,890767000.0,332711000.0,201068299.0,46953000.0,97574115.0,275729503.0,272713757.0,44456898.0,2,,80295051.0,3339553.0,8712953.0,,11215-9008
